date,revenue,orders,aov
2025-09-09,81617.88,56,1457.462142857143
2025-09-10,108442.18000000001,73,1485.5093150684932
2025-09-11,99854.37,60,1664.2395
2025-09-12,88979.74,61,1458.6842622950821
2025-09-13,100498.86,68,1477.9244117647058
2025-09-14,101884.96,61,1670.2452459016395
2025-09-15,77821.09,48,1621.2727083333332
2025-09-16,56820.65,40,1420.5162500000001
2025-09-17,108213.97,61,1773.9995081967213
2025-09-18,123842.36,72,1720.0327777777777
2025-09-19,117634.86,77,1527.7254545454546
2025-09-20,94530.7,67,1410.9059701492538
2025-09-21,77004.77,57,1350.9608771929825
2025-09-22,92853.32,64,1450.833125
2025-09-23,78984.31999999999,63,1253.719365079365
2025-09-24,115718.98,74,1563.77
2025-09-25,82155.38,48,1711.5704166666667
2025-09-26,74016.93,51,1451.3123529411764
2025-09-27,92745.68,62,1495.898064516129
2025-09-28,97168.4,65,1494.8984615384616
2025-09-29,127296.95999999999,69,1844.8834782608694
2025-09-30,103326.14,60,1722.1023333333333
2025-10-01,96578.83,58,1665.1522413793105
2025-10-02,120098.65,73,1645.1869863013699
2025-10-03,96141.72,60,1602.362
2025-10-04,89852.44,66,1361.4006060606062
2025-10-05,59465.51,44,1351.4888636363637
2025-10-06,89564.44,57,1571.3059649122808
2025-10-07,88884.63,59,1506.519152542373
2025-10-08,76696.97,54,1420.3142592592592
2025-10-09,81161.27,53,1531.3447169811323
2025-10-10,117852.56999999999,68,1733.1260294117646
2025-10-11,96957.06999999999,58,1671.673620689655
2025-10-12,96103.83,68,1413.291617647059
2025-10-13,137094.53,79,1735.3737974683545
2025-10-14,98171.35,55,1784.9336363636364
2025-10-15,102934.93,64,1608.35828125
2025-10-16,87166.47,60,1452.7745
2025-10-17,92160.39,54,1706.6738888888888
2025-10-18,111153.95,68,1634.616911764706
2025-10-19,82319.66,52,1583.0703846153847
2025-10-20,99560.64,62,1605.8167741935483
2025-10-21,87475.77,57,1534.6626315789474
2025-10-22,82468.41,55,1499.4256363636364
2025-10-23,98633.83,67,1472.1467164179105
2025-10-24,93023.75,54,1722.662037037037
2025-10-25,83504.55,56,1491.1526785714286
2025-10-26,87687.06,65,1349.0316923076923
2025-10-27,73729.67,50,1474.5934
2025-10-28,90203.97,59,1528.8808474576272
2025-10-29,103252.73,64,1613.32390625
2025-10-30,75208.88,52,1446.3246153846155
2025-10-31,80047.99,57,1404.3507017543861
2025-11-01,107360.69,73,1470.694383561644
2025-11-02,105410.86,74,1424.4710810810811
2025-11-03,105915.15,65,1629.4638461538461
2025-11-04,99162.12,60,1652.702
2025-11-05,113510.83,65,1746.3204615384616
2025-11-06,100504.2,63,1595.3047619047618
2025-11-07,93015.67,68,1367.8775
2025-11-08,95834.05,59,1624.3059322033898
2025-11-09,116965.68000000001,76,1539.022105263158
2025-11-10,91234.65,64,1425.54140625
2025-11-11,114890.6,61,1883.4524590163935
2025-11-12,98273.55,64,1535.52421875
2025-11-13,90385.9,53,1705.3943396226414
2025-11-14,108205.35,71,1524.019014084507
2025-11-15,98096.69,63,1557.0903174603175
2025-11-16,113177.01,66,1714.8031818181817
2025-11-17,113806.79,67,1698.6088059701492
2025-11-18,122341.95,77,1588.8564935064935
2025-11-19,106435.70999999999,61,1744.8477049180326
2025-11-20,88902.62000000001,52,1709.6657692307695
2025-11-21,78344.48,61,1284.335737704918
2025-11-22,96211.0,59,1630.6949152542372
2025-11-23,80517.9,60,1341.965
2025-11-24,105730.48,60,1762.1746666666666
2025-11-25,93627.54,60,1560.4589999999998
2025-11-26,88161.92,53,1663.4324528301886
2025-11-27,86798.72,55,1578.1585454545454
2025-11-28,81705.16,53,1541.6067924528302
2025-11-29,110358.92,67,1647.1480597014925
2025-11-30,122137.79,70,1744.8255714285713
2025-12-01,120586.89,67,1799.804328358209
2025-12-02,83883.67,55,1525.1576363636364
2025-12-03,107282.37,68,1577.6819117647058
2025-12-04,110902.52,55,2016.4094545454545
2025-12-05,131551.2,71,1852.8338028169017
2025-12-06,100023.04,60,1667.0506666666665
2025-12-07,108955.07,68,1602.2804411764707
2025-12-08,92417.7,59,1566.4016949152542
2025-12-09,95670.77,59,1621.5384745762713
2025-12-10,85206.89,60,1420.1148333333333
2025-12-11,109359.11,71,1540.2691549295776
2025-12-12,86673.86,53,1635.3558490566038
2025-12-13,100027.09,66,1515.5619696969698
2025-12-14,103315.18000000001,65,1589.4643076923078
2025-12-15,82801.84,51,1623.5654901960784
2025-12-16,123686.97,66,1874.045
2025-12-17,123122.59,77,1598.9946753246752
2025-12-18,89860.05,63,1426.3500000000001
2025-12-19,103364.52,60,1722.742
2025-12-20,105739.78,62,1705.4803225806452
2025-12-21,107285.18000000001,65,1650.5412307692309
2025-12-22,116681.31,68,1715.9016176470589
2025-12-23,108977.4,64,1702.771875
2025-12-24,98771.75,61,1619.2090163934427
2025-12-25,79926.55,54,1480.1212962962964
2025-12-26,82970.35,56,1481.613392857143
2025-12-27,93877.21,64,1466.83140625
2025-12-28,106264.62,63,1686.74
2025-12-29,97633.92,65,1502.0603076923076
2025-12-30,84708.74,54,1568.6803703703704
2025-12-31,116021.09,78,1487.4498717948718
